6901,1,-0,3.5753,0,0
6902,1,-0,3.5753,0,0
6903,1,-0,3.5753,0,0
6904,1,-0,3.5753,0,0
6905,1,-0,3.5753,0,0
6906,1,-0,3.5753,0,0
6907,1,-0,3.5753,0,0
6908,1,-0,3.5753,0,0
6909,1,-0,3.5753,0,0
6910,1,-0,3.5753,0,0
6911,1,-0,3.5753,0,0
6912,1,-0,3.5753,0,0
6913,1,-0,3.5753,0,0
6914,1,-0,3.5753,0,0
6915,1,-0,3.5753,0,0
6916,1,-0,3.5753,0,0
6917,1,-0,3.5753,0,0
6918,1,-0,3.5753,0,0
6919,1,-0,3.5753,0,0
6920,1,-0,3.5753,0,0
6921,1,-0,3.5753,0,0
6922,1,-0,3.5753,0,0
6923,1,-0,3.5752,0,0
6924,1,-0,3.5752,0,0
6925,1,-0,3.5752,0,0
6926,1,-0,3.5752,0,0
6927,1,-0,3.5752,0,0
6928,1,-0,3.5752,0,0
6929,1,-0,3.5752,0,0
6930,1,-0,3.5752,0,0
6931,1,-0,3.5752,0,0
6932,1,-0,3.5752,0,0
6933,1,-0,3.5752,0,0
6934,1,-0,3.5752,0,0
6935,1,-0,3.5752,0,0
6936,1,-0,3.5752,0,0
6937,1,-0,3.5752,0,0
6938,1,-0,3.5752,0,0
6939,1,-0,3.5752,0,0
6940,1,-0,3.5752,0,0
6941,1,-0,3.5752,0,0
6942,1,-0,3.5752,0,0
6943,1,-0,3.5752,0,0
6944,1,-0,3.5752,0,0
6945,1,-0,3.5752,0,0
6946,1,-0,3.5752,0,0
6947,1,-0,3.5752,0,0
6948,1,-0,3.5752,0,0
6949,1,-0,3.5752,0,0
6950,1,-0,3.5752,0,0
6951,1,-0,3.5752,0,0
6952,1,-0,3.5752,0,0
6953,1,-0,3.5752,0,0
6954,1,-0,3.5752,0,0
6955,1,-0,3.5752,0,0
6956,1,-0,3.5752,0,0
6957,1,-0,3.5752,0,0
6958,1,-0,3.5752,0,0
6959,1,-0,3.5752,0,0
6960,1,-0,3.5751,0,0
6961,1,-0,3.5751,0,0
6962,1,-0,3.5751,0,0
6963,1,-0,3.5751,0,0
6964,1,-0,3.5751,0,0
6965,1,-0,3.5751,0,0
6966,1,-0,3.5751,0,0
6967,1,-0,3.5751,0,0
6968,1,-0,3.5751,0,0
6969,1,-0,3.5751,0,0
6970,1,-0,3.5751,0,0
6971,1,-0,3.5751,0,0
6972,1,-0,3.5751,0,0
6973,1,-0,3.5751,0,0
6974,1,-0,3.5751,0,0
6975,1,-0,3.5751,0,0
6976,1,-0,3.5751,0,0
6977,1,-0,3.5751,0,0
6978,1,-0,3.5751,0,0
6979,1,-0,3.5751,0,0
6980,1,-0,3.5751,0,0
6981,1,-0,3.5751,0,0
6982,1,-0,3.5751,0,0
6983,1,-0,3.5751,0,0
6984,1,-0,3.5751,0,0
6985,1,-0,3.5751,0,0
6986,1,-0,3.5751,0,0
6987,1,-0,3.5751,0,0
6988,1,-0,3.5751,0,0
6989,1,-0,3.5751,0,0
6990,1,-0,3.5751,0,0
6991,1,-0,3.5751,0,0
6992,1,-0,3.5751,0,0
6993,1,-0,3.5751,0,0
6994,1,-0,3.5751,0,0
6995,1,-0,3.5751,0,0
6996,1,-0,3.5751,0,0
6997,1,-0,3.5751,0,0
6998,1,-0,3.5751,0,0
6999,1,-0,3.5751,0,0
7000,1,-0,3.5751,0,0
7001,1,-0,3.5751,0,0
7002,1,-0,3.5751,0,0
7003,1,-0,3.5751,0,0
7004,1,-0,3.5751,0,0
7005,1,-0,3.5751,0,0
7006,1,-0,3.5751,0,0
7007,1,-0,3.5751,0,0
7008,1,-0,3.5751,0,0
7009,1,-0,3.5751,0,0
7010,1,-0,3.5751,0,0
7011,1,-0,3.5751,0,0
7012,1,-0,3.5751,0,0
7013,1,-0,3.5751,0,0
7014,1,-0,3.5751,0,0
7015,1,-0,3.5751,0,0
7016,1,-0,3.5751,0,0
7017,1,-0,3.5751,0,0
7018,1,-0,3.5751,0,0
7019,1,-0,3.5751,0,0
7020,1,-0,3.5751,0,0
7021,1,-0,3.5751,0,0
