0,2.3709
0.005,2.6425
0.01,2.749
0.015,2.8181
0.02,2.8701
0.025,2.9113
0.03,2.9458
0.035,2.9753
0.04,3.0015
0.045,3.025
0.05,3.0464
0.055,3.0654
0.06,3.0832
0.065,3.0997
0.07,3.1148
0.075,3.1288
0.08,3.1423
0.085,3.1548
0.09,3.1664
0.095,3.1771
0.1,3.1869
0.105,3.1956
0.11,3.2011
0.115,3.2038
0.12,3.2049
0.125,3.2065
0.13,3.2078
0.135,3.2095
0.14,3.2115
0.145,3.2137
0.15,3.2161
0.155,3.2191
0.16,3.2221
0.165,3.2254
0.17,3.2285
0.175,3.2319
0.18,3.2352
0.185,3.2383
0.19,3.2416
0.195,3.2445
0.2,3.2476
0.205,3.2505
0.21,3.2532
0.215,3.2556
0.22,3.2583
0.225,3.2602
0.23,3.2627
0.235,3.2648
0.24,3.2668
0.245,3.2686
0.25,3.2703
0.255,3.272
0.26,3.2737
0.265,3.2756
0.27,3.2775
0.275,3.2794
0.28,3.2815
0.285,3.2832
0.29,3.2849
0.295,3.2867
0.3,3.2883
0.305,3.2896
0.31,3.2906
0.315,3.2917
0.32,3.2927
0.325,3.2933
0.33,3.2936
0.335,3.2938
0.34,3.2939
0.345,3.2936
0.35,3.2934
0.355,3.2932
0.36,3.2931
0.365,3.2932
0.37,3.2932
0.375,3.2934
0.38,3.2934
0.385,3.2935
0.39,3.2938
0.395,3.2941
0.4,3.2941
0.405,3.2944
0.41,3.2947
0.415,3.2948
0.42,3.295
0.425,3.2955
0.43,3.2957
0.435,3.2959
0.44,3.2963
0.445,3.2965
0.45,3.2965
0.455,3.2969
0.46,3.2973
0.465,3.2976
0.47,3.2979
0.475,3.2984
0.48,3.2985
0.485,3.2991
0.49,3.2993
0.495,3.2999
0.5,3.3005
0.505,3.3008
0.51,3.3008
0.515,3.3008
0.52,3.3011
0.525,3.3013
0.53,3.3014
0.535,3.3016
0.54,3.3019
0.545,3.3019
0.55,3.302
0.555,3.3024
0.56,3.3026
0.565,3.3028
0.57,3.3032
0.575,3.3036
0.58,3.3039
0.585,3.304
0.59,3.3044
0.595,3.3048
0.6,3.3052
0.605,3.3057
0.61,3.3061
0.615,3.3063
0.62,3.307
0.625,3.3073
0.63,3.3078
0.635,3.3082
0.64,3.3086
0.645,3.3092
0.65,3.3095
0.655,3.3099
0.66,3.3105
0.665,3.3111
0.67,3.3115
0.675,3.3122
0.68,3.3127
0.685,3.3135
0.69,3.314
0.695,3.3148
0.7,3.3156
0.705,3.3166
0.71,3.3175
0.715,3.3185
0.72,3.3193
0.725,3.3202
0.73,3.3214
0.735,3.3223
0.74,3.3233
0.745,3.3242
0.75,3.3251
0.755,3.3258
0.76,3.3267
0.765,3.3275
0.77,3.3282
0.775,3.329
0.78,3.3296
0.785,3.3302
0.79,3.3309
0.795,3.3312
0.8,3.3317
0.805,3.3321
0.81,3.3328
0.815,3.3329
0.82,3.3335
0.825,3.3337
0.83,3.3341
0.835,3.3343
0.84,3.3345
0.845,3.3347
0.85,3.3351
0.855,3.3352
0.86,3.3356
0.865,3.3358
0.87,3.3363
0.875,3.3364
0.88,3.3367
0.885,3.3372
0.89,3.3372
0.895,3.3378
0.9,3.3381
0.905,3.3386
0.91,3.3393
0.915,3.34
0.92,3.3408
0.925,3.3417
0.93,3.3429
0.935,3.3442
0.94,3.3457
0.945,3.3476
0.95,3.3501
0.955,3.3533
0.96,3.3574
0.965,3.3635
0.97,3.3715
0.975,3.383
0.98,3.3987
0.985,3.4203
0.99,3.4509
0.995,3.4978
1,3.5935
